poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,party,answer,candidate_id,candidate_name,pct
72722,235,InsiderAdvantage,364,FOX35 Orlando,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,IVR/Live Phone,Florida,11/1/20,11/2/20,,"",,136491,400,lv,,lv,,11/2/20 19:02,"",https://www.realclearpolitics.com/docs/2020/Fox_35_Insider_Advantage.pdf,538,false,,6220,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,48.2
72722,235,InsiderAdvantage,364,FOX35 Orlando,InsiderAdvantage,243,Opinion Savvy/InsiderAdvantage,B,IVR/Live Phone,Florida,11/1/20,11/2/20,,"",,136491,400,lv,,lv,,11/2/20 19:02,"",https://www.realclearpolitics.com/docs/2020/Fox_35_Insider_Advantage.pdf,538,false,,6220,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,1.6
72652,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,,10/31/20,11/2/20,,"",,136338,1025,lv,,lv,,11/2/20 14:04,"",https://researchco.ca/2020/11/02/trump-vs-biden-6/,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,50.0
72652,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,,10/31/20,11/2/20,,"",,136338,1025,lv,,lv,,11/2/20 14:04,"",https://researchco.ca/2020/11/02/trump-vs-biden-6/,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,42.0
72652,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,,10/31/20,11/2/20,,"",,136338,1025,lv,,lv,,11/2/20 14:04,"",https://researchco.ca/2020/11/02/trump-vs-biden-6/,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,1.0
72652,1478,Research Co.,"","",Research Co.,449,Research Co.,B-,Online,,10/31/20,11/2/20,,"",,136338,1025,lv,,lv,,11/2/20 14:04,"",https://researchco.ca/2020/11/02/trump-vs-biden-6/,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,GRE,Hawkins,14612,Howie Hawkins,1.0
72714,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/31/20,11/2/20,,"",,136474,1500,rv,,rv,,11/2/20 17:37,"",https://docs.cdn.yougov.com/jsojry0vph/econTabReport.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,49.0
72714,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/31/20,11/2/20,,"",,136474,1500,rv,,rv,,11/2/20 17:37,"",https://docs.cdn.yougov.com/jsojry0vph/econTabReport.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,40.0
72714,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/31/20,11/2/20,,"",,136475,1363,lv,,lv,,11/2/20 17:37,"",https://docs.cdn.yougov.com/jsojry0vph/econTabReport.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,53.0
72714,568,YouGov,352,Economist,YouGov,391,YouGov,B+,Online,,10/31/20,11/2/20,,"",,136475,1363,lv,,lv,,11/2/20 17:37,"",https://docs.cdn.yougov.com/jsojry0vph/econTabReport.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,43.0
72717,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/31/20,11/2/20,,"",,136485,1333,a,,a,,11/2/20 18:39,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/2020_reuters_tracking_-_core_political_general_election_tracker_11_02_2020.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,51.0
72717,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/31/20,11/2/20,,"",,136485,1333,a,,a,,11/2/20 18:39,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/2020_reuters_tracking_-_core_political_general_election_tracker_11_02_2020.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,46.0
72717,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/31/20,11/2/20,,"",,136486,1146,rv,,rv,,11/2/20 18:40,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/2020_reuters_tracking_-_core_political_general_election_tracker_11_02_2020.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,52.0
72717,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/31/20,11/2/20,,"",,136486,1146,rv,,rv,,11/2/20 18:40,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/2020_reuters_tracking_-_core_political_general_election_tracker_11_02_2020.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,45.0
72717,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/31/20,11/2/20,,"",,136487,914,lv,,lv,,11/2/20 18:40,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/2020_reuters_tracking_-_core_political_general_election_tracker_11_02_2020.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,52.0
72717,241,Ipsos,71,Reuters,Ipsos,154,Ipsos,B-,Online,,10/31/20,11/2/20,,"",,136487,914,lv,,lv,,11/2/20 18:40,"",https://www.ipsos.com/sites/default/files/ct/news/documents/2020-11/2020_reuters_tracking_-_core_political_general_election_tracker_11_02_2020.pdf,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,45.0
72806,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Florida,10/31/20,11/2/20,,"",,136610,1054,lv,,lv,,11/4/20 09:17,"",https://drive.google.com/file/d/1R_koDDUl2fh-cPYXKn7ZPch_MtP5c3a7/view,538,false,REP,6220,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,47.3
72806,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Florida,10/31/20,11/2/20,,"",,136610,1054,lv,,lv,,11/4/20 09:17,"",https://drive.google.com/file/d/1R_koDDUl2fh-cPYXKn7ZPch_MtP5c3a7/view,538,false,REP,6220,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,49.4
72806,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Florida,10/31/20,11/2/20,,"",,136610,1054,lv,,lv,,11/4/20 09:17,"",https://drive.google.com/file/d/1R_koDDUl2fh-cPYXKn7ZPch_MtP5c3a7/view,538,false,REP,6220,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,1.6
72809,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,,10/31/20,11/2/20,,"",,136616,28240,rv,,rv,TRUE,11/4/20 10:29,"",https://www.tableau.com/data-insights/us-election-2020/candidate-preference,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,52.0
72809,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,,10/31/20,11/2/20,,"",,136616,28240,rv,,rv,TRUE,11/4/20 10:29,"",https://www.tableau.com/data-insights/us-election-2020/candidate-preference,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,45.0
72809,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,,10/31/20,11/2/20,,"",,136668,28240,lv,,lv,TRUE,11/4/20 10:32,"",https://www.tableau.com/data-insights/us-election-2020/candidate-preference,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,52.0
72809,1193,SurveyMonkey,788,Axios,SurveyMonkey,324,SurveyMonkey,C,Online,,10/31/20,11/2/20,,"",,136668,28240,lv,,lv,TRUE,11/4/20 10:32,"",https://www.tableau.com/data-insights/us-election-2020/candidate-preference,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,46.0
72861,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Nevada,10/31/20,11/2/20,,"",,136720,1024,lv,,lv,,11/4/20 10:38,"",https://drive.google.com/file/d/17CBTDAU6xkJ6jrrYOaAyTW62fAUxT0VB/view,538,false,REP,6244,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,48.4
72861,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Nevada,10/31/20,11/2/20,,"",,136720,1024,lv,,lv,,11/4/20 10:38,"",https://drive.google.com/file/d/17CBTDAU6xkJ6jrrYOaAyTW62fAUxT0VB/view,538,false,REP,6244,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,49.1
72861,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Nevada,10/31/20,11/2/20,,"",,136720,1024,lv,,lv,,11/4/20 10:38,"",https://drive.google.com/file/d/17CBTDAU6xkJ6jrrYOaAyTW62fAUxT0VB/view,538,false,REP,6244,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,1.2
72862,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Georgia,10/31/20,11/2/20,,"",,136721,1041,lv,,lv,,11/4/20 10:38,"",https://drive.google.com/file/d/1lvHuG_JX55hwFHsKD5PSRTnGvH-ClmcF/view,538,false,REP,6221,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,45.4
72862,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Georgia,10/31/20,11/2/20,,"",,136721,1041,lv,,lv,,11/4/20 10:38,"",https://drive.google.com/file/d/1lvHuG_JX55hwFHsKD5PSRTnGvH-ClmcF/view,538,false,REP,6221,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,49.7
72862,1250,Trafalgar Group,"","",Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text,Georgia,10/31/20,11/2/20,,"",,136721,1041,lv,,lv,,11/4/20 10:38,"",https://drive.google.com/file/d/1lvHuG_JX55hwFHsKD5PSRTnGvH-ClmcF/view,538,false,REP,6221,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,2.6
72864,1240,Øptimus,"","",Øptimus,245,Optimus,B/C,Live Phone,South Carolina,10/31/20,11/2/20,,"",,136727,817,lv,,lv,,11/4/20 10:39,"",https://github.com/optimus-forecasting-and-polling/0ptimus-SC-VA7-November-2020/blob/main/south_carolina_poll_toplines_tl_31_october_2020.pdf,538,false,,6251,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,39.0
72864,1240,Øptimus,"","",Øptimus,245,Optimus,B/C,Live Phone,South Carolina,10/31/20,11/2/20,,"",,136727,817,lv,,lv,,11/4/20 10:39,"",https://github.com/optimus-forecasting-and-polling/0ptimus-SC-VA7-November-2020/blob/main/south_carolina_poll_toplines_tl_31_october_2020.pdf,538,false,,6251,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,51.4
73340,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B+,Online,,10/31/20,11/2/20,,"",,137480,2813,rv,,rv,,11/28/20 21:14,"",https://blog.harrisx.com/blog/final-2020-presidential-election-polling,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,51.0
73340,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B+,Online,,10/31/20,11/2/20,,"",,137480,2813,rv,,rv,,11/28/20 21:14,"",https://blog.harrisx.com/blog/final-2020-presidential-election-polling,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,49.0
73340,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B+,Online,,10/31/20,11/2/20,,"",,137481,2297,lv,,lv,,11/28/20 21:14,"",https://blog.harrisx.com/blog/final-2020-presidential-election-polling,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,52.0
73340,1416,HarrisX,960,The Hill,HarrisX,133,Harris Insights & Analytics,B+,Online,,10/31/20,11/2/20,,"",,137481,2297,lv,,lv,,11/28/20 21:14,"",https://blog.harrisx.com/blog/final-2020-presidential-election-polling,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,48.0
72754,1613,University of Nevada Las Vegas Lee Business School,"","","University of Nevada, Las Vegas Lee Business School",609,"University of Nevada, Las Vegas Lee Business School",B/C,Online,Nebraska CD-2,10/30/20,11/2/20,,"",,136533,191,lv,,lv,,11/2/20 21:25,"",https://projects.fivethirtyeight.com/polls/20201102_NE_UNLV.pdf,538,false,,8718,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,50.2
72754,1613,University of Nevada Las Vegas Lee Business School,"","","University of Nevada, Las Vegas Lee Business School",609,"University of Nevada, Las Vegas Lee Business School",B/C,Online,Nebraska CD-2,10/30/20,11/2/20,,"",,136533,191,lv,,lv,,11/2/20 21:25,"",https://projects.fivethirtyeight.com/polls/20201102_NE_UNLV.pdf,538,false,,8718,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,44.3
72754,1613,University of Nevada Las Vegas Lee Business School,"","","University of Nevada, Las Vegas Lee Business School",609,"University of Nevada, Las Vegas Lee Business School",B/C,Online,Nebraska CD-2,10/30/20,11/2/20,,"",,136533,191,lv,,lv,,11/2/20 21:25,"",https://projects.fivethirtyeight.com/polls/20201102_NE_UNLV.pdf,538,false,,8718,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,5.4
72757,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Nebraska CD-2,10/29/20,11/2/20,,"",,136537,547,lv,,lv,,11/2/20 21:32,"",https://docs.google.com/spreadsheets/d/1RQaEpV6kT3qV2b5P2B_AQgnS2CAJdgJaioH_10hO4qU/edit#gid=1652054673,538,false,,8718,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,50.0
72757,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Nebraska CD-2,10/29/20,11/2/20,,"",,136537,547,lv,,lv,,11/2/20 21:32,"",https://docs.google.com/spreadsheets/d/1RQaEpV6kT3qV2b5P2B_AQgnS2CAJdgJaioH_10hO4qU/edit#gid=1652054673,538,false,,8718,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,47.0
72757,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Nebraska CD-2,10/29/20,11/2/20,,"",,136537,547,lv,,lv,,11/2/20 21:32,"",https://docs.google.com/spreadsheets/d/1RQaEpV6kT3qV2b5P2B_AQgnS2CAJdgJaioH_10hO4qU/edit#gid=1652054673,538,false,,8718,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,2.0
72762,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Montana,10/29/20,11/2/20,,"",,136544,920,lv,,lv,,11/2/20 22:12,"",https://docs.google.com/spreadsheets/d/1MPKy3AfXEIpcB_0jKhq8y7_cxPyH_71cUY4zO2lTGfU/edit#gid=0,538,false,,6237,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,45.0
72762,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Montana,10/29/20,11/2/20,,"",,136544,920,lv,,lv,,11/2/20 22:12,"",https://docs.google.com/spreadsheets/d/1MPKy3AfXEIpcB_0jKhq8y7_cxPyH_71cUY4zO2lTGfU/edit#gid=0,538,false,,6237,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,50.0
72762,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Montana,10/29/20,11/2/20,,"",,136544,920,lv,,lv,,11/2/20 22:12,"",https://docs.google.com/spreadsheets/d/1MPKy3AfXEIpcB_0jKhq8y7_cxPyH_71cUY4zO2lTGfU/edit#gid=0,538,false,,6237,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,2.0
72801,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine,10/29/20,11/2/20,,"",,136602,1024,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,6232,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,52.0
72801,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine,10/29/20,11/2/20,,"",,136602,1024,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,6232,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,40.0
72801,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine,10/29/20,11/2/20,,"",,136602,1024,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,6232,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,4.0
72801,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine,10/29/20,11/2/20,,"",,136602,1024,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,6232,2020,U.S. President,0,,11/3/20,general,false,false,GRE,Hawkins,14612,Howie Hawkins,2.0
72802,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-2,10/29/20,11/2/20,,"",,136601,475,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8423,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,47.0
72802,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-2,10/29/20,11/2/20,,"",,136601,475,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8423,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,46.0
72802,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-2,10/29/20,11/2/20,,"",,136601,475,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8423,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,4.0
72802,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-2,10/29/20,11/2/20,,"",,136601,475,lv,,lv,,11/2/20 23:30,"",https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8423,2020,U.S. President,0,,11/3/20,general,false,false,GRE,Hawkins,14612,Howie Hawkins,1.0
72802,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-2,10/29/20,11/2/20,,"",,136605,475,lv,,lv,,11/2/20 23:33,allocated after RCV,https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8423,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,50.0
72802,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-2,10/29/20,11/2/20,,"",,136605,475,lv,,lv,,11/2/20 23:33,allocated after RCV,https://docs.google.com/spreadsheets/d/1eBWQtr-cx1ECGu-dsFcF_VdhnFfyRPd3qz3zcTmhdFY/edit#gid=1166077921,538,false,,8423,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,50.0
72803,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-1,10/29/20,11/2/20,,"",,136606,549,lv,,lv,,11/2/20 23:36,"",https://twitter.com/ChangePolls/status/1323482851837317121,538,false,,8422,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,56.0
72803,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-1,10/29/20,11/2/20,,"",,136606,549,lv,,lv,,11/2/20 23:36,"",https://twitter.com/ChangePolls/status/1323482851837317121,538,false,,8422,2020,U.S. President,0,,11/3/20,general,false,false,REP,Trump,13254,Donald Trump,35.0
72803,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-1,10/29/20,11/2/20,,"",,136606,549,lv,,lv,,11/2/20 23:36,"",https://twitter.com/ChangePolls/status/1323482851837317121,538,false,,8422,2020,U.S. President,0,,11/3/20,general,false,false,LIB,Jorgensen,14611,Jo Jorgensen,2.0
72803,1365,Change Research,"","",Change Research,48,Change Research,B-,Online/Text,Maine CD-1,10/29/20,11/2/20,,"",,136606,549,lv,,lv,,11/2/20 23:36,"",https://twitter.com/ChangePolls/status/1323482851837317121,538,false,,8422,2020,U.S. President,0,,11/3/20,general,false,false,GRE,Hawkins,14612,Howie Hawkins,3.0
72863,770,TIPP,375,Investor's Business Daily,TIPP Insights,144,IBD/TIPP,A+,Live Phone/Online,,10/29/20,11/2/20,,"",,136725,1212,lv,,lv,TRUE,11/4/20 10:39,"",https://www.investors.com/news/trump-vs-biden-poll-race-stays-close-election-day-ibd-tipp-presidential-poll/,538,false,,6210,2020,U.S. President,0,,11/3/20,general,false,false,DEM,Biden,13256,Joe Biden,50.2
